id,dut,categories,test,description,inputs,result,messages
1366,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4093 - MLAG_PEER_L3_PEERING = 'up',NOT RUN,
1367,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4094 - MLAG_PEER = 'up',NOT RUN,
1368,dc2-leaf1a,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vxlan1 = 'up',NOT RUN,
1369,dc2-leaf1a,LANZ,VerifyLANZ,Verifies if LANZ is enabled.,,NOT RUN,
1370,dc2-leaf1a,Logging,VerifyLoggingAccounting,Verifies if AAA accounting logs are generated.,,NOT RUN,
1371,dc2-leaf1a,Logging,VerifyLoggingErrors,Verifies there are no syslog messages with a severity of ERRORS or higher.,,NOT RUN,
1372,dc2-leaf1a,Logging,VerifyLoggingHostname,Verifies if logs are generated with the device FQDN.,,NOT RUN,
1373,dc2-leaf1a,Logging,VerifyLoggingHosts,Verifies logging hosts (syslog servers) for a specified VRF.,,NOT RUN,
1374,dc2-leaf1a,Logging,VerifyLoggingLogsGeneration,Verifies if logs are generated.,,NOT RUN,
1375,dc2-leaf1a,Logging,VerifyLoggingPersistent,Verifies if logging persistent is enabled and logs are saved in flash.,,NOT RUN,
1376,dc2-leaf1a,Logging,VerifyLoggingSourceInt,Verifies logging source-interface for a specified VRF.,,NOT RUN,
1377,dc2-leaf1a,Logging,VerifyLoggingTimestamp,Verifies if logs are generated with the riate timestamp.,,NOT RUN,
1378,dc2-leaf1a,MLAG,VerifyMlagConfigSanity,Verifies there are no MLAG config-sanity inconsistencies.,,NOT RUN,
1379,dc2-leaf1a,MLAG,VerifyMlagDualPrimary,Verifies the MLAG dual-primary detection parameters.,,NOT RUN,
1380,dc2-leaf1a,MLAG,VerifyMlagInterfaces,Verifies there are no inactive or active-partial MLAG ports.,,NOT RUN,
1381,dc2-leaf1a,MLAG,VerifyMlagReloadDelay,Verifies the MLAG reload-delay parameters.,,NOT RUN,
1382,dc2-leaf1a,MLAG,VerifyMlagStatus,Verifies the health status of the MLAG configuration.,,NOT RUN,
1383,dc2-leaf1a,MLAG,VerifyMlagStatus,Verifies the health status of the MLAG configuration.,,NOT RUN,
1384,dc2-leaf1a,Multicast,VerifyIGMPSnoopingGlobal,Verifies the IGMP snooping global configuration.,,NOT RUN,
1385,dc2-leaf1a,Multicast,VerifyIGMPSnoopingVlans,Verifies the IGMP snooping status for the provided VLANs.,,NOT RUN,
1386,dc2-leaf1a,PTP,VerifyPtpGMStatus,Verifies that the device is locked to a valid PTP Grandmaster.,,NOT RUN,
1387,dc2-leaf1a,PTP,VerifyPtpLockStatus,Verifies that the device was locked to the upstream PTP GM in the last minute.,,NOT RUN,
1388,dc2-leaf1a,PTP,VerifyPtpModeStatus,Verifies that the device is configured as a PTP Boundary Clock.,,NOT RUN,
1389,dc2-leaf1a,PTP,VerifyPtpOffset,Verifies that the PTP timing offset is within +/- 1000ns from the master clock.,,NOT RUN,
1390,dc2-leaf1a,PTP,VerifyPtpPortModeStatus,Verifies the PTP interfaces state.,,NOT RUN,
1391,dc2-leaf1a,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,NOT RUN,
1392,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.0.1 - Peer: dc1-spine1,NOT RUN,
1393,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.0.2 - Peer: dc1-spine2,NOT RUN,
1394,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.0.3 - Peer: dc1-leaf1a,NOT RUN,
1395,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.0.4 - Peer: dc1-leaf1b,NOT RUN,
1396,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.0.5 - Peer: dc1-leaf2a,NOT RUN,
1397,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.1.3 - Peer: dc1-leaf1a,NOT RUN,
1398,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.1.5 - Peer: dc1-leaf2a,NOT RUN,
1399,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.11 - Peer: dc2-spine1,NOT RUN,
1400,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.12 - Peer: dc2-spine2,NOT RUN,
1401,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.13 - Peer: dc2-leaf1a,NOT RUN,
1402,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.14 - Peer: dc2-leaf1b,NOT RUN,
1403,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.15 - Peer: dc2-leaf2a,NOT RUN,
1404,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.16 - Peer: dc2-leaf2b,NOT RUN,
1405,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.17 - Peer: dc2-leaf3a.arista.com,NOT RUN,
1406,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.18 - Peer: dc2-leaf3b.arista.com,NOT RUN,
1407,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.129.13 - Peer: dc2-leaf1a,NOT RUN,
1408,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.129.15 - Peer: dc2-leaf2a,NOT RUN,
1409,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.129.17 - Peer: dc2-leaf3a.arista.com,NOT RUN,
1410,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.2.1 - Peer: dc1-wan1,NOT RUN,
1411,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.2.2 - Peer: dc1-wan2,NOT RUN,
1412,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.33.0.5 - Peer: dc1-svc-leaf1a,NOT RUN,
1413,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.33.0.6 - Peer: dc1-svc-leaf1b,NOT RUN,
1414,dc2-leaf1a,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.33.1.5 - Peer: dc1-svc-leaf1a,NOT RUN,
1415,dc2-leaf1a,Security,VerifyAPIHttpsSSL,Verifies if the eAPI has a valid SSL profile.,,NOT RUN,
1416,dc2-leaf1a,Security,VerifyAPIHttpsSSL,Verifies if the eAPI has a valid SSL profile.,eAPI HTTPS SSL Profile: eAPI_SSL_Profile,NOT RUN,
1417,dc2-leaf1a,Security,VerifyAPIHttpStatus,Verifies if eAPI HTTP server is disabled globally.,,NOT RUN,
1418,dc2-leaf1a,Security,VerifyAPIIPv4Acl,Verifies if eAPI has the right number IPv4 ACL(s) configured for a specified VRF.,,NOT RUN,
1419,dc2-leaf1a,Security,VerifyAPIIPv6Acl,Verifies if eAPI has the right number IPv6 ACL(s) configured for a specified VRF.,,NOT RUN,
1420,dc2-leaf1a,Security,VerifyAPISSLCertificate,"Verifies the eAPI SSL certificate expiry, common subject name, encryption algorithm and key size.",,NOT RUN,
1421,dc2-leaf1a,Security,VerifyBannerLogin,Verifies the login banner of a device.,,NOT RUN,
1422,dc2-leaf1a,Security,VerifyBannerMotd,Verifies the motd banner of a device.,,NOT RUN,
1423,dc2-leaf1a,Security,VerifyIPSecConnHealth,Verifies all IPv4 security connections.,,NOT RUN,
1424,dc2-leaf1a,Security,VerifyIPv4ACL,Verifies the configuration of IPv4 ACLs.,,NOT RUN,
1425,dc2-leaf1a,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,,NOT RUN,
1426,dc2-leaf1a,Security,VerifySSHIPv4Acl,Verifies if the SSHD agent has IPv4 ACL(s) configured.,,NOT RUN,
1427,dc2-leaf1a,Security,VerifySSHIPv6Acl,Verifies if the SSHD agent has IPv6 ACL(s) configured.,,NOT RUN,
1428,dc2-leaf1a,Security,VerifySSHStatus,Verifies if the SSHD agent is disabled in the default VRF.,,NOT RUN,
1429,dc2-leaf1a,Security,VerifyTelnetStatus,Verifies if Telnet is disabled in the default VRF.,,NOT RUN,
1430,dc2-leaf1a,Services,VerifyDNSLookup,Verifies the DNS name to IP address resolution.,,NOT RUN,
1431,dc2-leaf1a,Services,VerifyDNSServers,Verifies if the DNS servers are correctly configured.,,NOT RUN,
1432,dc2-leaf1a,Services,VerifyErrdisableRecovery,"Verifies the errdisable recovery reason, status, and interval.",,NOT RUN,
1433,dc2-leaf1a,Services,VerifyHostname,Verifies the hostname of a device.,,NOT RUN,
1434,dc2-leaf1a,SNMP,VerifySnmpIPv4Acl,Verifies if the SNMP agent has IPv4 ACL(s) configured.,,NOT RUN,
1435,dc2-leaf1a,SNMP,VerifySnmpIPv6Acl,Verifies if the SNMP agent has IPv6 ACL(s) configured.,,NOT RUN,
1436,dc2-leaf1a,SNMP,VerifySnmpStatus,Verifies if the SNMP agent is enabled.,,NOT RUN,
1437,dc2-leaf1a,Software,VerifyEOSVersion,Verifies the EOS version of the device.,,NOT RUN,
1438,dc2-leaf1a,Software,VerifyTerminAttrVersion,Verifies the TerminAttr version of the device.,,NOT RUN,
1439,dc2-leaf1a,STP,VerifySTPBlockedPorts,Verifies there is no STP blocked ports.,,NOT RUN,
1440,dc2-leaf1a,STP,VerifySTPCounters,Verifies there is no errors in STP BPDU packets.,,NOT RUN,
1441,dc2-leaf1a,STP,VerifySTPForwardingPorts,Verifies that all interfaces are forwarding for a provided list of VLAN(s).,,NOT RUN,
1442,dc2-leaf1a,STP,VerifySTPMode,Verifies the configured STP mode for a provided list of VLAN(s).,,NOT RUN,
1443,dc2-leaf1a,STP,VerifySTPRootPriority,Verifies the STP root priority for a provided list of VLAN or MST instance ID(s).,,NOT RUN,
1444,dc2-leaf1a,STUN,VerifyStunClient,Verifies the STUN client is configured with the specified IPv4 source address and port. Validate the public IP and port if provided.,,NOT RUN,
1445,dc2-leaf1a,System,VerifyAgentLogs,Verifies there are no agent crash reports.,,NOT RUN,
1446,dc2-leaf1a,System,VerifyCoredump,Verifies there are no core dump files.,,NOT RUN,
1447,dc2-leaf1a,System,VerifyCPUUtilization,Verifies whether the CPU utilization is below 75%.,,NOT RUN,
1448,dc2-leaf1a,System,VerifyFileSystemUtilization,Verifies that no partition is utilizing more than 75% of its disk space.,,NOT RUN,
1449,dc2-leaf1a,System,VerifyMemoryUtilization,Verifies whether the memory utilization is below 75%.,,NOT RUN,
1450,dc2-leaf1a,System,VerifyNTP,Verifies if NTP is synchronised.,,NOT RUN,
1451,dc2-leaf1a,System,VerifyNTP,Verifies if NTP is synchronised.,,NOT RUN,
1452,dc2-leaf1a,System,VerifyReloadCause,Verifies the last reload cause of the device.,,NOT RUN,
1453,dc2-leaf1a,System,VerifyUptime,Verifies the device uptime.,,NOT RUN,
1454,dc2-leaf1a,VLAN,VerifyVlanInternalPolicy,Verifies the VLAN internal allocation policy and the range of VLANs.,,NOT RUN,
1455,dc2-leaf1b,AAA,VerifyAcctConsoleMethods,"Verifies the AAA accounting console method lists for different accounting types (system, exec, commands, dot1x).",,NOT RUN,
1456,dc2-leaf1b,AAA,VerifyAcctDefaultMethods,"Verifies the AAA accounting default method lists for different accounting types (system, exec, commands, dot1x).",,NOT RUN,
1457,dc2-leaf1b,AAA,VerifyAuthenMethods,"Verifies the AAA authentication method lists for different authentication types (login, enable, dot1x).",,NOT RUN,
1458,dc2-leaf1b,AAA,VerifyAuthzMethods,"Verifies the AAA authorization method lists for different authorization types (commands, exec).",,NOT RUN,
1459,dc2-leaf1b,AAA,VerifyTacacsServerGroups,Verifies if the provided TACACS server group(s) are configured.,,NOT RUN,
1460,dc2-leaf1b,AAA,VerifyTacacsServers,Verifies TACACS servers are configured for a specified VRF.,,NOT RUN,
1461,dc2-leaf1b,AAA,VerifyTacacsSourceIntf,Verifies TACACS source-interface for a specified VRF.,,NOT RUN,
1462,dc2-leaf1b,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: dc2-spine1 (IP: 10.255.128.11),NOT RUN,
1463,dc2-leaf1b,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: dc2-spine2 (IP: 10.255.128.12),NOT RUN,
1464,dc2-leaf1b,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: dc2-leaf1a (IP: 10.255.129.116),NOT RUN,
1465,dc2-leaf1b,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: dc2-spine1 (IP: 10.255.255.108),NOT RUN,
1466,dc2-leaf1b,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: dc2-spine2 (IP: 10.255.255.110),NOT RUN,
1467,dc2-leaf1b,Configuration,VerifyRunningConfigDiffs,Verifies there is no difference between the running-config and the startup-config,,NOT RUN,
1468,dc2-leaf1b,Configuration,VerifyZeroTouch,Verifies ZeroTouch is disabled,,NOT RUN,
1469,dc2-leaf1b,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet1 - Remote: dc2-spine1 Ethernet2,NOT RUN,
1470,dc2-leaf1b,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet2 - Remote: dc2-spine2 Ethernet2,NOT RUN,
1471,dc2-leaf1b,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet3 - Remote: dc2-leaf1a Ethernet3,NOT RUN,
1472,dc2-leaf1b,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet4 - Remote: dc2-leaf1a Ethernet4,NOT RUN,
1473,dc2-leaf1b,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet8 - Remote: dc2-leaf1c Ethernet2,NOT RUN,
1474,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.14) - Destination: dc1-leaf1a Loopback0 (IP: 10.255.0.3),NOT RUN,
1475,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.14) - Destination: dc1-leaf1b Loopback0 (IP: 10.255.0.4),NOT RUN,
1476,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.14) - Destination: dc1-leaf2a Loopback0 (IP: 10.255.0.5),NOT RUN,
1477,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.14) - Destination: dc1-spine1 Loopback0 (IP: 10.255.0.1),NOT RUN,
1478,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.14) - Destination: dc1-spine2 Loopback0 (IP: 10.255.0.2),NOT RUN,
1479,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.14) - Destination: dc1-svc-leaf1a Loopback0 (IP: 10.33.0.5),NOT RUN,
1480,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.14) - Destination: dc1-svc-leaf1b Loopback0 (IP: 10.33.0.6),NOT RUN,
1481,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.14) - Destination: dc1-wan1 Loopback0 (IP: 10.255.2.1),NOT RUN,
1482,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.14) - Destination: dc1-wan2 Loopback0 (IP: 10.255.2.2),NOT RUN,
1483,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.14) - Destination: dc2-leaf1a Loopback0 (IP: 10.255.128.13),NOT RUN,
1484,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.14) - Destination: dc2-leaf1b Loopback0 (IP: 10.255.128.14),NOT RUN,
1485,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.14) - Destination: dc2-leaf2a Loopback0 (IP: 10.255.128.15),NOT RUN,
1486,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.14) - Destination: dc2-leaf2b Loopback0 (IP: 10.255.128.16),NOT RUN,
1487,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.14) - Destination: dc2-leaf3a.arista.com Loopback0 (IP: 10.255.128.17),NOT RUN,
1488,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.14) - Destination: dc2-leaf3b.arista.com Loopback0 (IP: 10.255.128.18),NOT RUN,
1489,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.14) - Destination: dc2-spine1 Loopback0 (IP: 10.255.128.11),NOT RUN,
1490,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.14) - Destination: dc2-spine2 Loopback0 (IP: 10.255.128.12),NOT RUN,
1491,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet1 (IP: 10.255.255.109) - Destination: dc2-spine1 Ethernet2 (IP: 10.255.255.108),NOT RUN,
1492,dc2-leaf1b,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet2 (IP: 10.255.255.111) - Destination: dc2-spine2 Ethernet2 (IP: 10.255.255.110),NOT RUN,
1493,dc2-leaf1b,Field Notices,VerifyFieldNotice44Resolution,Verifies that the device is using the correct Aboot version per FN0044.,,NOT RUN,
1494,dc2-leaf1b,Field Notices,VerifyFieldNotice72Resolution,"Verifies if the device is exposed to FN0072, and if the issue has been mitigated.",,NOT RUN,
1495,dc2-leaf1b,Greent,VerifyGreenT,Verifies if a GreenT policy is created.,,NOT RUN,
1496,dc2-leaf1b,Greent,VerifyGreenTCounters,Verifies if the GreenT counters are incremented.,,NOT RUN,
1497,dc2-leaf1b,Hardware,VerifyAdverseDrops,Verifies there are no adverse drops on DCS-7280 and DCS-7500 family switches.,,NOT RUN,
1498,dc2-leaf1b,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,,NOT RUN,
